student_id,gender,study_hours_per_week,attendance_rate,sleep_hours,previous_gpa,extracurricular_hours,parental_support,internet_access,study_group,final_score,grade
1027,Female,19.4,74.3,7.9,3.58,0.1,High,Yes,No,76.0,B
1028,Male,9.4,67.7,8.8,2.92,0.4,Medium,Yes,No,61.9,C
1029,Female,9.0,77.0,7.1,2.63,0.8,Medium,Yes,No,59.2,C
1030,Male,15.2,74.5,6.4,3.57,2.3,Medium,Yes,No,72.1,B
1031,Female,16.0,90.8,7.8,2.3,8.7,Medium,Yes,No,59.5,C
1032,Female,3.9,91.0,7.9,3.14,4.3,Low,Yes,Yes,65.5,C
1033,Male,13.9,76.0,6.3,4.0,0.0,Medium,Yes,Yes,74.5,B
1034,Female,15.1,82.4,7.2,3.02,0.6,Low,Yes,No,61.4,C
1035,Male,13.7,66.4,8.3,2.43,7.2,Medium,No,No,68.0,C
1036,Female,10.1,80.1,9.3,3.15,16.3,High,Yes,No,73.9,B
1037,Male,11.8,89.0,7.8,2.62,3.9,Medium,Yes,Yes,69.4,C
1038,Male,13.9,93.2,6.9,2.06,5.4,Medium,Yes,Yes,66.2,C
1039,Male,15.5,77.9,6.7,3.32,3.1,Medium,Yes,Yes,72.9,B
1040,Male,18.6,95.5,7.5,3.57,3.8,Medium,Yes,No,85.5,A
1041,Male,21.5,69.8,6.6,2.71,5.3,Medium,Yes,No,81.2,B
1042,Female,13.2,72.5,7.0,2.67,1.4,Medium,No,No,64.6,C
1043,Female,12.3,92.1,5.4,2.32,0.9,High,Yes,No,73.4,B
1044,Female,17.6,100.0,8.5,2.81,1.2,Low,Yes,Yes,81.9,B
1045,Male,18.7,89.9,5.3,2.56,6.0,Medium,Yes,No,72.3,B
1046,Male,12.4,84.6,6.2,2.29,0.8,Medium,Yes,Yes,72.9,B
1047,Male,19.7,63.0,6.9,4.0,8.7,High,Yes,Yes,84.5,B
1048,Female,20.9,64.8,,3.18,1.3,High,Yes,No,76.3,B
1049,Female,22.8,86.3,6.3,3.24,0.2,High,Yes,No,80.6,B
1050,Male,25.7,81.4,5.9,3.43,7.4,Medium,Yes,Yes,72.5,B
1051,Female,9.8,73.9,6.1,3.36,4.6,Low,Yes,Yes,67.7,C
1052,Male,15.1,85.7,9.0,2.65,7.1,Medium,Yes,No,65.0,C
1053,Male,15.1,86.2,3.1,3.06,2.0,High,Yes,Yes,65.8,C
1054,Male,14.4,94.4,5.5,2.74,1.3,High,Yes,No,73.7,B
1055,Male,11.1,86.4,10.0,3.16,5.1,High,No,No,67.3,C
1056,Female,6.1,97.3,7.6,3.11,2.5,Low,Yes,Yes,68.5,C
1057,Female,15.6,85.1,5.4,2.67,1.4,High,Yes,Yes,73.1,B
1058,Male,10.4,83.8,6.7,2.1,1.9,High,No,Yes,64.0,C
1059,Female,15.5,95.6,6.9,2.99,1.6,Medium,Yes,No,69.3,C
1060,Female,10.2,75.2,7.9,2.78,0.0,Medium,No,Yes,66.7,C
1061,Female,8.4,100.0,9.2,1.77,1.2,Medium,Yes,No,64.5,C
1062,Female,16.4,88.8,7.3,3.2,3.5,Medium,Yes,Yes,78.0,B
1063,Male,15.9,88.8,6.1,3.48,0.0,Medium,Yes,No,68.7,C
1064,Female,18.5,90.3,7.8,4.0,1.9,Low,Yes,Yes,78.4,B
1065,Male,28.1,100.0,5.9,2.67,2.2,High,Yes,Yes,88.1,A
1066,Female,16.7,92.9,5.5,2.58,0.2,High,Yes,No,76.8,B
1067,Male,17.9,68.9,4.5,2.23,3.4,High,Yes,No,62.3,C
1068,Female,8.5,99.0,4.8,3.03,9.4,Medium,Yes,Yes,69.8,C
1069,Male,7.3,81.6,5.6,3.02,7.9,Low,Yes,Yes,60.6,C
1070,Male,24.5,86.1,5.3,2.41,0.6,Medium,Yes,No,68.3,C
1071,Female,9.5,72.2,7.2,2.8,0.3,High,Yes,Yes,61.9,C
1072,Female,8.7,90.3,5.2,1.71,4.1,Medium,No,Yes,57.0,C
1073,Male,14.8,78.5,3.0,3.46,10.4,High,Yes,No,77.0,B
1074,Female,14.5,86.0,5.4,2.44,0.1,Medium,Yes,Yes,63.8,C
1075,Female,9.6,82.2,6.2,2.88,1.2,Medium,Yes,No,65.5,C
1076,Male,13.2,100.0,6.0,2.04,0.6,High,Yes,No,68.5,C
1077,Female,22.4,100.0,8.8,2.55,1.2,Low,Yes,No,78.7,B
1078,Male,10.2,85.5,6.0,2.73,4.0,High,No,No,62.8,C
1079,Female,6.6,85.6,7.9,2.89,0.2,Medium,Yes,No,63.7,C
1080,Male,20.7,81.3,6.8,3.19,2.4,Low,Yes,No,67.6,C
1081,Male,18.0,96.1,6.7,3.76,0.3,Low,No,Yes,68.4,C
1082,Female,11.3,81.7,5.7,3.34,0.0,High,Yes,Yes,75.7,B
1083,Female,5.5,80.8,6.7,3.48,0.4,Medium,Yes,No,66.5,C
1084,Female,10.5,94.8,5.8,3.77,0.1,High,Yes,Yes,78.7,B
1085,Female,14.7,79.6,7.0,3.24,3.5,High,Yes,Yes,81.8,B
1086,Female,22.0,84.6,6.5,2.88,1.0,Medium,Yes,Yes,80.9,B
1087,Female,8.8,69.2,5.6,3.51,1.4,High,Yes,No,61.5,C
1088,Female,14.5,92.0,8.1,3.54,1.1,High,Yes,Yes,83.6,B
1089,Male,19.1,100.0,7.4,3.29,0.9,Low,Yes,No,76.3,B
1090,Male,0.7,92.2,6.2,2.03,6.5,High,Yes,No,60.4,C
1091,Male,21.2,99.6,7.0,2.4,2.1,Medium,Yes,No,75.5,B
1092,Female,7.9,76.5,6.7,2.74,2.1,Medium,No,Yes,53.2,D
1093,Male,17.0,87.4,5.7,3.37,2.4,Medium,Yes,No,80.5,B
1094,Male,16.5,75.6,6.9,2.89,0.4,High,No,Yes,71.4,B
1095,Female,21.5,82.7,6.0,3.58,1.6,Low,Yes,No,69.8,C
1096,Male,18.3,92.7,5.6,3.69,3.0,Medium,Yes,No,75.2,B
1097,Male,0.7,86.0,4.7,3.62,3.2,Medium,Yes,Yes,59.4,C
1098,Female,10.3,70.9,6.3,3.62,1.2,Low,Yes,No,63.9,C
1099,Female,15.8,71.8,7.5,2.28,0.3,High,Yes,No,65.1,C
1100,Male,13.8,71.2,5.9,3.19,1.6,High,Yes,No,64.6,C
1101,Male,17.9,89.9,10.0,2.54,6.5,Low,Yes,No,74.9,B
1102,Male,19.7,100.0,8.0,1.91,3.2,Low,Yes,No,74.2,B
1103,Female,18.7,98.6,8.5,2.73,1.2,High,Yes,No,78.3,B
1104,Female,13.7,66.0,7.8,3.69,13.4,Low,No,No,65.5,C
1105,Male,3.9,99.2,9.2,3.18,2.8,Low,Yes,Yes,71.6,B
1106,Female,12.3,94.4,,4.0,11.9,High,Yes,No,82.0,B
1107,Male,17.5,69.5,3.5,3.01,1.9,High,Yes,No,64.4,C
1108,Male,8.5,82.0,6.2,4.0,0.6,Medium,No,No,64.9,C
1109,Female,18.8,96.0,7.5,3.01,1.0,Medium,Yes,No,74.4,B
1110,Male,20.5,90.5,7.0,2.91,4.9,High,Yes,Yes,81.1,B
1111,Male,15.8,71.9,7.2,2.13,2.5,Medium,Yes,No,63.7,C
1112,Male,0.0,91.1,8.5,3.57,0.5,Medium,Yes,Yes,70.8,B
1113,Female,7.3,63.6,7.3,2.6,6.5,High,Yes,Yes,58.7,C
1114,Female,26.3,82.8,7.8,2.51,0.9,Medium,Yes,No,77.2,B
1115,Female,11.7,96.4,5.6,3.67,5.6,Medium,Yes,Yes,77.0,B
1116,Male,3.1,85.2,5.4,3.59,0.1,Medium,No,Yes,75.3,B
1117,Male,22.4,80.0,8.9,3.58,3.9,Medium,No,Yes,75.3,B
1118,Female,15.1,93.9,6.9,2.68,0.1,Medium,No,No,68.1,C
1119,Male,21.6,94.7,6.0,2.87,2.9,Medium,No,No,84.2,B
1120,Female,16.7,98.1,6.0,2.86,1.4,Medium,Yes,No,73.9,B
1121,Female,17.8,93.7,6.0,3.37,7.3,High,No,Yes,77.4,B
1122,Male,17.2,95.8,5.9,3.83,1.7,Medium,No,No,70.2,B
1123,Female,19.2,92.3,5.1,3.12,7.2,Low,Yes,Yes,80.9,B
1124,Male,28.7,87.7,4.8,4.0,2.1,Medium,Yes,No,78.2,B
1125,Male,20.8,85.9,6.5,3.44,0.2,Low,Yes,No,75.2,B
1126,Female,5.5,82.6,6.0,2.76,0.8,High,Yes,Yes,65.2,C
1127,Male,17.7,72.9,8.2,3.4,1.8,Medium,Yes,No,72.3,B
1128,Female,21.8,75.4,7.2,3.92,8.6,Medium,Yes,Yes,75.1,B
1129,Female,22.2,82.2,7.1,4.0,0.8,High,Yes,No,89.3,A
1130,Female,12.4,87.4,5.8,3.61,6.0,Low,Yes,Yes,71.2,B
1131,Female,22.0,99.4,6.6,2.92,3.4,Low,Yes,No,69.1,C
1132,Male,20.6,84.6,7.3,2.77,5.2,High,No,No,78.3,B
1133,Male,30.4,95.0,7.7,3.25,2.1,Medium,Yes,No,81.6,B
1134,Female,10.5,95.8,6.7,3.9,0.8,High,Yes,No,80.3,B
1135,Female,12.0,82.7,8.2,3.16,1.0,High,Yes,Yes,78.8,B
1136,Male,13.2,90.9,6.8,3.17,2.3,High,No,No,73.4,B
1137,Male,12.1,82.6,7.8,2.93,4.9,Low,No,No,53.0,D
1138,Male,9.7,98.2,6.2,2.7,2.8,High,Yes,Yes,76.4,B
1139,Male,0.0,91.4,4.4,2.8,7.4,High,Yes,Yes,66.4,C
1140,Female,12.4,73.1,7.1,2.98,0.0,Low,Yes,Yes,63.5,C
1141,Male,17.2,86.6,7.7,3.93,0.3,High,Yes,Yes,82.4,B
1142,Female,12.0,100.0,7.5,2.76,2.0,Medium,Yes,No,64.4,C
1143,Female,26.6,83.2,7.3,2.93,0.9,High,Yes,No,80.5,B
1144,Female,15.1,89.5,6.3,2.38,4.0,Medium,Yes,No,62.2,C
1145,Male,22.7,90.5,5.8,3.33,1.6,Medium,Yes,No,76.1,B
1146,Male,16.6,74.6,7.5,3.72,5.6,Low,Yes,Yes,74.5,B
1147,Female,20.0,90.1,7.4,3.87,4.2,High,Yes,No,88.8,A
1148,Female,16.7,71.1,6.1,3.02,7.6,Medium,Yes,Yes,67.5,C
1149,Male,23.2,78.7,8.2,3.24,0.4,Low,Yes,Yes,81.3,B
1150,Female,15.3,95.8,5.7,2.81,1.5,Low,Yes,Yes,74.0,B
1151,Male,18.0,88.6,6.0,3.22,0.5,High,Yes,Yes,76.2,B
1152,Female,17.2,82.0,8.9,3.09,3.6,Low,No,No,62.1,C
1153,Male,13.3,89.5,7.9,2.93,0.6,Medium,Yes,No,64.6,C
1154,Male,17.4,84.4,6.3,2.98,2.1,Medium,Yes,Yes,74.4,B
1155,Female,28.4,85.1,7.2,3.17,3.9,Medium,Yes,Yes,78.3,B
1156,Male,13.4,91.6,7.0,2.72,2.4,Medium,Yes,No,75.4,B
1157,Male,17.5,77.7,3.2,2.75,3.1,Low,No,Yes,58.1,C
1158,Male,22.5,85.4,5.6,3.92,0.2,High,Yes,No,78.2,B
1159,Male,21.8,81.9,6.7,4.0,1.9,High,Yes,No,83.9,B
1160,Female,15.1,69.1,6.3,2.18,1.2,Medium,Yes,No,58.8,C
1161,Male,0.7,75.8,7.1,2.14,1.2,Medium,Yes,No,56.0,C
1162,Female,18.1,100.0,8.3,2.33,2.9,Medium,No,No,73.7,B
1163,Female,1.7,88.8,6.4,2.84,4.1,High,Yes,No,67.1,C
1164,Male,23.8,71.8,5.4,3.44,1.0,Medium,Yes,No,74.6,B
1165,Male,16.0,69.6,7.2,3.25,3.8,Medium,Yes,No,71.3,B
1166,Female,21.0,83.9,6.4,3.0,4.2,High,Yes,No,69.5,C
1167,Female,9.6,100.0,6.6,3.22,0.4,Low,Yes,No,70.7,B
1168,Female,5.7,83.1,6.4,2.48,9.3,Medium,Yes,No,64.5,C
1169,Female,16.6,98.1,9.7,2.75,4.9,Low,Yes,Yes,78.7,B
1170,Male,14.8,88.5,3.9,2.89,7.3,Medium,Yes,No,72.6,B
1171,Male,12.1,89.7,6.3,1.95,1.8,Medium,No,No,58.6,C
1172,Female,15.5,71.6,6.8,2.2,0.9,High,Yes,No,70.8,B
1173,Male,31.6,94.4,5.8,2.23,0.1,Medium,Yes,Yes,76.4,B
1174,Female,20.0,81.7,8.0,3.36,5.1,Low,Yes,Yes,76.4,B
1175,Male,21.3,93.6,7.9,3.05,10.8,High,Yes,Yes,82.7,B
1176,Female,20.1,76.9,6.7,3.27,2.6,High,Yes,No,78.7,B
1177,Male,23.9,86.8,6.4,1.8,1.8,Medium,Yes,No,66.9,C
1178,Male,13.9,88.5,6.7,2.01,3.1,High,Yes,No,75.7,B
1179,Male,2.7,83.5,6.7,3.3,0.3,Medium,No,Yes,71.6,B
1180,Male,13.9,89.0,6.7,1.23,0.7,Medium,Yes,Yes,65.6,C
1181,Female,19.9,82.3,,3.63,2.4,Low,Yes,No,80.6,B
1182,Male,9.2,78.5,7.1,1.81,2.0,Low,No,No,45.4,D
1183,Male,13.9,100.0,7.8,3.41,8.2,High,Yes,No,75.0,B
1184,Male,10.8,95.5,5.2,2.37,2.2,High,Yes,Yes,68.9,C
1185,Male,24.0,77.4,5.4,3.53,1.2,Low,Yes,Yes,74.7,B
1186,Female,19.5,90.7,4.5,4.0,1.4,Low,Yes,No,74.7,B
1187,Male,18.9,77.6,7.9,1.54,2.8,High,Yes,No,59.3,C
1188,Female,18.7,73.2,7.1,3.32,0.4,Low,Yes,Yes,75.8,B
1189,Male,14.8,95.3,7.5,1.82,1.1,Medium,Yes,No,75.9,B
1190,Female,16.2,68.0,4.9,3.16,0.9,Low,Yes,No,69.7,C
1191,Male,7.9,94.3,9.1,2.78,7.6,Low,Yes,No,72.8,B
1192,Male,1.9,82.5,6.0,2.98,1.1,Medium,Yes,No,63.2,C
1193,Female,15.9,82.9,7.0,2.35,0.9,High,Yes,No,66.1,C
1194,Female,16.9,89.1,7.9,3.37,0.5,Medium,Yes,No,75.9,B
1195,Female,22.3,90.8,5.5,2.03,1.7,Medium,Yes,No,78.7,B
1196,Male,24.4,76.7,6.1,3.64,0.1,High,Yes,No,78.5,B
1197,Male,24.4,92.2,7.0,2.65,2.9,Medium,No,No,69.9,C
1198,Female,9.0,86.1,10.0,2.06,3.2,High,Yes,No,73.0,B
1199,Male,12.9,72.4,7.2,3.86,0.3,Medium,Yes,Yes,78.8,B
1200,Female,17.9,83.3,8.9,2.86,0.1,Medium,No,Yes,66.1,C
